普通小怪10000+ 普通精英30000+ 普通boss50000+ 精英XX100000+ 魔王XX200000+,角色ID,角色名,描述,动作,数据,半身像,"头像=INDEX([头像与BOSS对应关系.xlsx]Sheet1!$B:$B,MATCH(E3,[头像与BOSS对应关系.xlsx]Sheet1!$C:$C,0),0)",属性模版ID,AI ID,重量,跳跃,速度,击退次数保护,浮空次数保护,重量增加极限,不能浮空,击杀掉落,"符号显示高度=INDEX('[boss小怪身高.xlsx]Sheet1'!$B:$B,MATCH(E3,'[boss小怪身高.xlsx]Sheet1'!$A:$A,0),0)"
,,,,,,,,,,,,,,,,,,
暗随八戒小怪1,1200111,狐妖,,Z0032,Z0032,,,1073,1000,10,,8,15,10,5,,,145
暗随八戒小怪2,1200112,精细鬼,,Z0033,Z0033,,,1074,1000,10,,8,15,10,5,,,210
暗随八戒小怪3,1200113,伶俐虫,,Z0034,Z0034,,,1075,1000,10,,8,15,10,5,,,170
暗随八戒小怪4,1200114,蛇精,,Z0013,Z0013,,,1076,1001,10,,8,15,10,5,,,200
暗随八戒小怪5,1200115,鼠精,,Z0029,Z0029,,,1077,1001,10,,8,15,10,5,,,150
暗随八戒小怪6,1200116,长枪刀牛精,,Z0011,Z0011,,,1078,1000,10,,8,15,10,5,,,192
暗随八戒精英1,1200171,精英1,,,,,,7074,,10,,8,15,10,5,,,
暗随八戒精英2,1200172,精英2,,,,,,7075,,10,,8,15,10,5,,,
暗随八戒boss1,1200191,boss1,,,,,,9074,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
路寻木母小怪1,1200211,狐妖,,Z0032,Z0032,,,1073,1000,10,,8,15,10,5,,,145
路寻木母小怪2,1200212,精细鬼,,Z0033,Z0033,,,1074,1000,10,,8,15,10,5,,,210
路寻木母小怪3,1200213,伶俐虫,,Z0034,Z0034,,,1075,1000,10,,8,15,10,5,,,170
路寻木母小怪4,1200214,蛇精,,Z0013,Z0013,,,1076,1001,10,,8,15,10,5,,,200
路寻木母小怪5,1200215,鼠精,,Z0029,Z0029,,,1077,1001,10,,8,15,10,5,,,150
路寻木母小怪6,1200216,长枪刀牛精,,Z0011,Z0011,,,1078,1000,10,,8,15,10,5,,,192
路寻木母精英1,1200271,精英1,,,,,,7074,,10,,8,15,10,5,,,
路寻木母精英2,1200272,精英2,,,,,,7075,,10,,8,15,10,5,,,
路寻木母boss1,1200291,boss1,,,,,,9074,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
驱逐群妖小怪1,1200311,狐妖,,Z0032,Z0032,,,1074,1000,10,,8,15,10,5,,,145
驱逐群妖小怪2,1200312,精细鬼,,Z0033,Z0033,,,1075,1000,10,,8,15,10,5,,,210
驱逐群妖小怪3,1200313,伶俐虫,,Z0034,Z0034,,,1076,1000,10,,8,15,10,5,,,170
驱逐群妖小怪4,1200314,蛇精,,Z0013,Z0013,,,1077,1001,10,,8,15,10,5,,,200
驱逐群妖小怪5,1200315,鼠精,,Z0029,Z0029,,,1078,1001,10,,8,15,10,5,,,150
驱逐群妖小怪6,1200316,长枪刀牛精,,Z0011,Z0011,,,1079,1000,10,,8,15,10,5,,,192
驱逐群妖精英1,1200371,独角巨猿,,C0001,C0001,,head_2032,7075,10026,10,,8,15,10,5,,,198
驱逐群妖精英2,1200372,精英2,,,,,,7076,,10,,8,15,10,5,,,
驱逐群妖boss1,1200391,boss1,,,,,,9075,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
莲花洞窟小怪1,1200411,狐妖,,Z0032,Z0032,,,1074,1000,10,,8,15,10,5,,,145
莲花洞窟小怪2,1200412,精细鬼,,Z0033,Z0033,,,1075,1000,10,,8,15,10,5,,,210
莲花洞窟小怪3,1200413,伶俐虫,,Z0034,Z0034,,,1076,1000,10,,8,15,10,5,,,170
莲花洞窟小怪4,1200414,蛇精,,Z0013,Z0013,,,1077,1001,10,,8,15,10,5,,,200
莲花洞窟小怪5,1200415,鼠精,,Z0029,Z0029,,,1078,1001,10,,8,15,10,5,,,150
莲花洞窟小怪6,1200416,长枪刀牛精,,Z0011,Z0011,,,1079,1000,10,,8,15,10,5,,,192
莲花洞窟精英1,1200471,精英1,,,,,,7075,,10,,8,15,10,5,,,
莲花洞窟精英2,1200472,精英2,,,,,,7076,,10,,8,15,10,5,,,
莲花洞窟boss1,1200491,boss1,,,,,,9075,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
斩获法宝小怪1,1200511,狐妖,,Z0032,Z0032,,,1075,1000,10,,8,15,10,5,,,145
斩获法宝小怪2,1200512,精细鬼,,Z0033,Z0033,,,1076,1000,10,,8,15,10,5,,,210
斩获法宝小怪3,1200513,伶俐虫,,Z0034,Z0034,,,1077,1000,10,,8,15,10,5,,,170
斩获法宝小怪4,1200514,蛇精,,Z0013,Z0013,,,1078,1001,10,,8,15,10,5,,,200
斩获法宝小怪5,1200515,鼠精,,Z0029,Z0029,,,1079,1001,10,,8,15,10,5,,,150
斩获法宝小怪6,1200516,长枪刀牛精,,Z0011,Z0011,,,1080,1000,10,,8,15,10,5,,,192
斩获法宝精英1,1200571,精细鬼,,Z0033,Z0033,,,7076,1000,10,,8,15,10,5,,,210
斩获法宝精英2,1200572,精英2,,,,,,7077,,10,,8,15,10,5,,,
斩获法宝boss1,1200591,boss1,,,,,,9076,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
改装易容小怪1,1200611,狐妖,,Z0032,Z0032,,,1075,1000,10,,8,15,10,5,,,145
改装易容小怪2,1200612,精细鬼,,Z0033,Z0033,,,1076,1000,10,,8,15,10,5,,,210
改装易容小怪3,1200613,伶俐虫,,Z0034,Z0034,,,1077,1000,10,,8,15,10,5,,,170
改装易容小怪4,1200614,蛇精,,Z0013,Z0013,,,1078,1001,10,,8,15,10,5,,,200
改装易容小怪5,1200615,鼠精,,Z0029,Z0029,,,1079,1001,10,,8,15,10,5,,,150
改装易容小怪6,1200616,长枪刀牛精,,Z0011,Z0011,,,1080,1000,10,,8,15,10,5,,,192
改装易容精英1,1200671,精英1,,,,,,7076,,10,,8,15,10,5,,,
改装易容精英2,1200672,精英2,,,,,,7077,,10,,8,15,10,5,,,
改装易容boss1,1200691,boss1,,,,,,9076,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
潜入妖穴小怪1,1200711,狐妖,,Z0032,Z0032,,,1076,1000,10,,8,15,10,5,,,145
潜入妖穴小怪2,1200712,精细鬼,,Z0033,Z0033,,,1077,1000,10,,8,15,10,5,,,210
潜入妖穴小怪3,1200713,伶俐虫,,Z0034,Z0034,,,1078,1000,10,,8,15,10,5,,,170
潜入妖穴小怪4,1200714,蛇精,,Z0013,Z0013,,,1079,1001,10,,8,15,10,5,,,200
潜入妖穴小怪5,1200715,鼠精,,Z0029,Z0029,,,1080,1001,10,,8,15,10,5,,,150
潜入妖穴小怪6,1200716,长枪刀牛精,,Z0011,Z0011,,,1081,1000,10,,8,15,10,5,,,192
潜入妖穴精英1,1200771,图腾飞蝎,,C0004,C0004,,head_2035,7077,10029,10,,8,15,10,5,,,185
潜入妖穴精英2,1200772,精英2,,,,,,7078,,10,,8,15,10,5,,,
潜入妖穴boss1,1200791,boss1,,,,,,9077,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
劫掠净瓶小怪1,1200811,狐妖,,Z0032,Z0032,,,1076,1000,10,,8,15,10,5,,,145
劫掠净瓶小怪2,1200812,精细鬼,,Z0033,Z0033,,,1077,1000,10,,8,15,10,5,,,210
劫掠净瓶小怪3,1200813,伶俐虫,,Z0034,Z0034,,,1078,1000,10,,8,15,10,5,,,170
劫掠净瓶小怪4,1200814,蛇精,,Z0013,Z0013,,,1079,1001,10,,8,15,10,5,,,200
劫掠净瓶小怪5,1200815,鼠精,,Z0029,Z0029,,,1080,1001,10,,8,15,10,5,,,150
劫掠净瓶小怪6,1200816,长枪刀牛精,,Z0011,Z0011,,,1081,1000,10,,8,15,10,5,,,192
劫掠净瓶精英1,1200871,伶俐虫,,Z0034,Z0034,,,7077,1000,10,,8,15,10,5,,,170
劫掠净瓶精英2,1200872,精英2,,,,,,7078,,10,,8,15,10,5,,,
劫掠净瓶boss1,1200891,boss1,,,,,,9077,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
听风得讯小怪1,1200911,狐妖,,Z0032,Z0032,,,1077,1000,10,,8,15,10,5,,,145
听风得讯小怪2,1200912,精细鬼,,Z0033,Z0033,,,1078,1000,10,,8,15,10,5,,,210
听风得讯小怪3,1200913,伶俐虫,,Z0034,Z0034,,,1079,1000,10,,8,15,10,5,,,170
听风得讯小怪4,1200914,蛇精,,Z0013,Z0013,,,1080,1001,10,,8,15,10,5,,,200
听风得讯小怪5,1200915,鼠精,,Z0029,Z0029,,,1081,1001,10,,8,15,10,5,,,150
听风得讯小怪6,1200916,长枪刀牛精,,Z0011,Z0011,,,1082,1000,10,,8,15,10,5,,,192
听风得讯精英1,1200971,精英1,,,,,,7078,,10,,8,15,10,5,,,
听风得讯精英2,1200972,精英2,,,,,,7079,,10,,8,15,10,5,,,
听风得讯boss1,1200991,boss1,,,,,,9078,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
杀妖取宝小怪1,1201011,狐妖,,Z0032,Z0032,,,1077,1000,10,,8,15,10,5,,,145
杀妖取宝小怪2,1201012,精细鬼,,Z0033,Z0033,,,1078,1000,10,,8,15,10,5,,,210
杀妖取宝小怪3,1201013,伶俐虫,,Z0034,Z0034,,,1079,1000,10,,8,15,10,5,,,170
杀妖取宝小怪4,1201014,蛇精,,Z0013,Z0013,,,1080,1001,10,,8,15,10,5,,,200
杀妖取宝小怪5,1201015,鼠精,,Z0029,Z0029,,,1081,1001,10,,8,15,10,5,,,150
杀妖取宝小怪6,1201016,长枪刀牛精,,Z0011,Z0011,,,1082,1000,10,,8,15,10,5,,,192
杀妖取宝精英1,1201071,精英1,,,,,,7078,,10,,8,15,10,5,,,
杀妖取宝精英2,1201072,精英2,,,,,,7079,,10,,8,15,10,5,,,
杀妖取宝boss1,1201091,九尾妖狐,,S0009,S0009,,head_2024,9078,10024,10,,8,15,10,5,,,385
,,,,,,,,,,,,,,,,,,
灭绝群妖小怪1,1201111,狐妖,,Z0032,Z0032,,,1078,1000,10,,8,15,10,5,,,145
灭绝群妖小怪2,1201112,精细鬼,,Z0033,Z0033,,,1079,1000,10,,8,15,10,5,,,210
灭绝群妖小怪3,1201113,伶俐虫,,Z0034,Z0034,,,1080,1000,10,,8,15,10,5,,,170
灭绝群妖小怪4,1201114,蛇精,,Z0013,Z0013,,,1081,1001,10,,8,15,10,5,,,200
灭绝群妖小怪5,1201115,鼠精,,Z0029,Z0029,,,1082,1001,10,,8,15,10,5,,,150
灭绝群妖小怪6,1201116,长枪刀牛精,,Z0011,Z0011,,,1083,1000,10,,8,15,10,5,,,192
灭绝群妖精英1,1201171,精英1,,,,,,7079,,10,,8,15,10,5,,,
灭绝群妖精英2,1201172,精英2,,,,,,7080,,10,,8,15,10,5,,,
灭绝群妖boss1,1201191,boss1,,,,,,9079,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
临危生变小怪1,1201211,狐妖,,Z0032,Z0032,,,1078,1000,10,,8,15,10,5,,,145
临危生变小怪2,1201212,精细鬼,,Z0033,Z0033,,,1079,1000,10,,8,15,10,5,,,210
临危生变小怪3,1201213,伶俐虫,,Z0034,Z0034,,,1080,1000,10,,8,15,10,5,,,170
临危生变小怪4,1201214,蛇精,,Z0013,Z0013,,,1081,1001,10,,8,15,10,5,,,200
临危生变小怪5,1201215,鼠精,,Z0029,Z0029,,,1082,1001,10,,8,15,10,5,,,150
临危生变小怪6,1201216,长枪刀牛精,,Z0011,Z0011,,,1083,1000,10,,8,15,10,5,,,192
临危生变精英1,1201271,精英1,,,,,,7079,,10,,8,15,10,5,,,
临危生变精英2,1201272,精英2,,,,,,7080,,10,,8,15,10,5,,,
临危生变boss1,1201291,银角大王,,A0019,A0019,,head_2014,9079,10018,10,,12,15,10,5,,,235
,,,,,,,,,,,,,,,,,,
扫退追兵小怪1,1201311,狐妖,,Z0032,Z0032,,,1079,1000,10,,8,15,10,5,,,145
扫退追兵小怪2,1201312,精细鬼,,Z0033,Z0033,,,1080,1000,10,,8,15,10,5,,,210
扫退追兵小怪3,1201313,伶俐虫,,Z0034,Z0034,,,1081,1000,10,,8,15,10,5,,,170
扫退追兵小怪4,1201314,蛇精,,Z0013,Z0013,,,1082,1001,10,,8,15,10,5,,,200
扫退追兵小怪5,1201315,鼠精,,Z0029,Z0029,,,1083,1001,10,,8,15,10,5,,,150
扫退追兵小怪6,1201316,长枪刀牛精,,Z0011,Z0011,,,1084,1000,10,,8,15,10,5,,,192
扫退追兵精英1,1201371,精英1,,,,,,7080,,10,,8,15,10,5,,,
扫退追兵精英2,1201372,精英2,,,,,,7081,,10,,8,15,10,5,,,
扫退追兵boss1,1201391,boss1,,,,,,9080,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
智取银角小怪1,1201411,狐妖,,Z0032,Z0032,,,1079,1000,10,,8,15,10,5,,,145
智取银角小怪2,1201412,精细鬼,,Z0033,Z0033,,,1080,1000,10,,8,15,10,5,,,210
智取银角小怪3,1201413,伶俐虫,,Z0034,Z0034,,,1081,1000,10,,8,15,10,5,,,170
智取银角小怪4,1201414,蛇精,,Z0013,Z0013,,,1082,1001,10,,8,15,10,5,,,200
智取银角小怪5,1201415,鼠精,,Z0029,Z0029,,,1083,1001,10,,8,15,10,5,,,150
智取银角小怪6,1201416,长枪刀牛精,,Z0011,Z0011,,,1084,1000,10,,8,15,10,5,,,192
智取银角精英1,1201471,精英1,,,,,,7080,,10,,8,15,10,5,,,
智取银角精英2,1201472,精英2,,,,,,7081,,10,,8,15,10,5,,,
智取银角boss1,1201491,银角大王,,A0019,A0019,,head_2014,9080,10018,10,,12,15,10,5,,,235
,,,,,,,,,,,,,,,,,,
解救唐僧小怪1,1201511,狐妖,,Z0032,Z0032,,,1080,1000,10,,8,15,10,5,,,145
解救唐僧小怪2,1201512,精细鬼,,Z0033,Z0033,,,1081,1000,10,,8,15,10,5,,,210
解救唐僧小怪3,1201513,伶俐虫,,Z0034,Z0034,,,1082,1000,10,,8,15,10,5,,,170
解救唐僧小怪4,1201514,蛇精,,Z0013,Z0013,,,1083,1001,10,,8,15,10,5,,,200
解救唐僧小怪5,1201515,鼠精,,Z0029,Z0029,,,1084,1001,10,,8,15,10,5,,,150
解救唐僧小怪6,1201516,长枪刀牛精,,Z0011,Z0011,,,1085,1000,10,,8,15,10,5,,,192
解救唐僧精英1,1201571,精英1,,,,,,7081,,10,,8,15,10,5,,,
解救唐僧精英2,1201572,精英2,,,,,,7082,,10,,8,15,10,5,,,
解救唐僧boss1,1201591,boss1,,,,,,9081,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
金银同归小怪1,1201611,狐妖,,Z0032,Z0032,,,1080,1000,10,,8,15,10,5,,,145
金银同归小怪2,1201612,精细鬼,,Z0033,Z0033,,,1081,1000,10,,8,15,10,5,,,210
金银同归小怪3,1201613,伶俐虫,,Z0034,Z0034,,,1082,1000,10,,8,15,10,5,,,170
金银同归小怪4,1201614,蛇精,,Z0013,Z0013,,,1083,1001,10,,8,15,10,5,,,200
金银同归小怪5,1201615,鼠精,,Z0029,Z0029,,,1084,1001,10,,8,15,10,5,,,150
金银同归小怪6,1201616,长枪刀牛精,,Z0011,Z0011,,,1085,1000,10,,8,15,10,5,,,192
金银同归精英1,1201671,精英1,,,,,,7081,,10,,8,15,10,5,,,
金银同归精英2,1201672,精英2,,,,,,7082,,10,,8,15,10,5,,,
金银同归boss1,1201691,金角大王,,S0008,S0008,,head_2023,9081,10003,10,,12,15,10,5,,,310
,,,,,,,,,,,,,,,,,,
皇城谜梦小怪1,1300111,石怪,,Z0022,Z0022,,,1081,1000,10,,8,15,10,5,,,185
皇城谜梦小怪2,1300112,唐刀官兵,,Z0031,Z0031,,,1082,1000,10,,8,15,10,5,,,210
皇城谜梦小怪3,1300113,巨斧刑天,,C0002,C0002,,head_2033,1083,10027,10,,8,15,10,5,,,265
皇城谜梦小怪4,1300114,没名儿,,Z0002,Z0002,,,1084,1000,10,,8,15,10,5,,,210
皇城谜梦小怪5,1300115,生煎,,Z0001,Z0001,,,1085,1000,10,,8,15,10,5,,,210
皇城谜梦小怪6,1300116,小怪6,,,,,,1086,,10,,8,15,10,5,,,
皇城谜梦精英1,1300171,精英1,,,,,,7082,,10,,8,15,10,5,,,
皇城谜梦精英2,1300172,精英2,,,,,,7083,,10,,8,15,10,5,,,
皇城谜梦boss1,1300191,boss1,,,,,,9082,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
扰乱护卫小怪1,1300211,石怪,,Z0022,Z0022,,,1081,1000,10,,8,15,10,5,,,185
扰乱护卫小怪2,1300212,唐刀官兵,,Z0031,Z0031,,,1082,1000,10,,8,15,10,5,,,210
扰乱护卫小怪3,1300213,巨斧刑天,,C0002,C0002,,head_2033,1083,10027,10,,8,15,10,5,,,265
扰乱护卫小怪4,1300214,没名儿,,Z0002,Z0002,,,1084,1000,10,,8,15,10,5,,,210
扰乱护卫小怪5,1300215,生煎,,Z0001,Z0001,,,1085,1000,10,,8,15,10,5,,,210
扰乱护卫小怪6,1300216,小怪6,,,,,,1086,,10,,8,15,10,5,,,
扰乱护卫精英1,1300271,精英1,,,,,,7082,,10,,8,15,10,5,,,
扰乱护卫精英2,1300272,精英2,,,,,,7083,,10,,8,15,10,5,,,
扰乱护卫boss1,1300291,boss1,,,,,,9082,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
闲人东引小怪1,1300311,石怪,,Z0022,Z0022,,,1082,1000,10,,8,15,10,5,,,185
闲人东引小怪2,1300312,唐刀官兵,,Z0031,Z0031,,,1083,1000,10,,8,15,10,5,,,210
闲人东引小怪3,1300313,巨斧刑天,,C0002,C0002,,head_2033,1084,10027,10,,8,15,10,5,,,265
闲人东引小怪4,1300314,没名儿,,Z0002,Z0002,,,1085,1000,10,,8,15,10,5,,,210
闲人东引小怪5,1300315,生煎,,Z0001,Z0001,,,1086,1000,10,,8,15,10,5,,,210
闲人东引小怪6,1300316,小怪6,,,,,,1087,,10,,8,15,10,5,,,
闲人东引精英1,1300371,精英1,,,,,,7083,,10,,8,15,10,5,,,
闲人东引精英2,1300372,精英2,,,,,,7084,,10,,8,15,10,5,,,
闲人东引boss1,1300391,boss1,,,,,,9083,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
园内寻尸小怪1,1300411,石怪,,Z0022,Z0022,,,1082,1000,10,,8,15,10,5,,,185
园内寻尸小怪2,1300412,唐刀官兵,,Z0031,Z0031,,,1083,1000,10,,8,15,10,5,,,210
园内寻尸小怪3,1300413,巨斧刑天,,C0002,C0002,,head_2033,1084,10027,10,,8,15,10,5,,,265
园内寻尸小怪4,1300414,没名儿,,Z0002,Z0002,,,1085,1000,10,,8,15,10,5,,,210
园内寻尸小怪5,1300415,生煎,,Z0001,Z0001,,,1086,1000,10,,8,15,10,5,,,210
园内寻尸小怪6,1300416,小怪6,,,,,,1087,,10,,8,15,10,5,,,
园内寻尸精英1,1300471,精英1,,,,,,7083,,10,,8,15,10,5,,,
园内寻尸精英2,1300472,精英2,,,,,,7084,,10,,8,15,10,5,,,
园内寻尸boss1,1300491,boss1,,,,,,9083,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
四处搜索小怪1,1300511,石怪,,Z0022,Z0022,,,1083,1000,10,,8,15,10,5,,,185
四处搜索小怪2,1300512,唐刀官兵,,Z0031,Z0031,,,1084,1000,10,,8,15,10,5,,,210
四处搜索小怪3,1300513,巨斧刑天,,C0002,C0002,,head_2033,1085,10027,10,,8,15,10,5,,,265
四处搜索小怪4,1300514,没名儿,,Z0002,Z0002,,,1086,1000,10,,8,15,10,5,,,210
四处搜索小怪5,1300515,生煎,,Z0001,Z0001,,,1087,1000,10,,8,15,10,5,,,210
四处搜索小怪6,1300516,小怪6,,,,,,1088,,10,,8,15,10,5,,,
四处搜索精英1,1300571,精英1,,,,,,7084,,10,,8,15,10,5,,,
四处搜索精英2,1300572,精英2,,,,,,7085,,10,,8,15,10,5,,,
四处搜索boss1,1300591,boss1,,,,,,9084,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
井下玄机小怪1,1300611,石怪,,Z0022,Z0022,,,1083,1000,10,,8,15,10,5,,,185
井下玄机小怪2,1300612,唐刀官兵,,Z0031,Z0031,,,1084,1000,10,,8,15,10,5,,,210
井下玄机小怪3,1300613,巨斧刑天,,C0002,C0002,,head_2033,1085,10027,10,,8,15,10,5,,,265
井下玄机小怪4,1300614,没名儿,,Z0002,Z0002,,,1086,1000,10,,8,15,10,5,,,210
井下玄机小怪5,1300615,生煎,,Z0001,Z0001,,,1087,1000,10,,8,15,10,5,,,210
井下玄机小怪6,1300616,小怪6,,,,,,1088,,10,,8,15,10,5,,,
井下玄机精英1,1300671,双拐豹头,,C0006,C0006,,head_2037,7084,10031,10,,8,15,10,5,,,240
井下玄机精英2,1300672,精英2,,,,,,7085,,10,,8,15,10,5,,,
井下玄机boss1,1300691,boss1,,,,,,9084,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
避而疾走小怪1,1300711,石怪,,Z0022,Z0022,,,1084,1000,10,,8,15,10,5,,,185
避而疾走小怪2,1300712,唐刀官兵,,Z0031,Z0031,,,1085,1000,10,,8,15,10,5,,,210
避而疾走小怪3,1300713,巨斧刑天,,C0002,C0002,,head_2033,1086,10027,10,,8,15,10,5,,,265
避而疾走小怪4,1300714,没名儿,,Z0002,Z0002,,,1087,1000,10,,8,15,10,5,,,210
避而疾走小怪5,1300715,生煎,,Z0001,Z0001,,,1088,1000,10,,8,15,10,5,,,210
避而疾走小怪6,1300716,小怪6,,,,,,1089,,10,,8,15,10,5,,,
避而疾走精英1,1300771,精英1,,,,,,7085,,10,,8,15,10,5,,,
避而疾走精英2,1300772,精英2,,,,,,7086,,10,,8,15,10,5,,,
避而疾走boss1,1300791,boss1,,,,,,9085,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
打退亲军小怪1,1300811,石怪,,Z0022,Z0022,,,1084,1000,10,,8,15,10,5,,,185
打退亲军小怪2,1300812,唐刀官兵,,Z0031,Z0031,,,1085,1000,10,,8,15,10,5,,,210
打退亲军小怪3,1300813,巨斧刑天,,C0002,C0002,,head_2033,1086,10027,10,,8,15,10,5,,,265
打退亲军小怪4,1300814,没名儿,,Z0002,Z0002,,,1087,1000,10,,8,15,10,5,,,210
打退亲军小怪5,1300815,生煎,,Z0001,Z0001,,,1088,1000,10,,8,15,10,5,,,210
打退亲军小怪6,1300816,小怪6,,,,,,1089,,10,,8,15,10,5,,,
打退亲军精英1,1300871,双拐豹头,,C0006,C0006,,head_2037,7085,10031,10,,8,15,10,5,,,240
打退亲军精英2,1300872,精英2,,,,,,7086,,10,,8,15,10,5,,,
打退亲军boss1,1300891,boss1,,,,,,9085,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
破石碎阵小怪1,1300911,石怪,,Z0022,Z0022,,,1085,1000,10,,8,15,10,5,,,185
破石碎阵小怪2,1300912,唐刀官兵,,Z0031,Z0031,,,1086,1000,10,,8,15,10,5,,,210
破石碎阵小怪3,1300913,巨斧刑天,,C0002,C0002,,head_2033,1087,10027,10,,8,15,10,5,,,265
破石碎阵小怪4,1300914,没名儿,,Z0002,Z0002,,,1088,1000,10,,8,15,10,5,,,210
破石碎阵小怪5,1300915,生煎,,Z0001,Z0001,,,1089,1000,10,,8,15,10,5,,,210
破石碎阵小怪6,1300916,小怪6,,,,,,1090,,10,,8,15,10,5,,,
破石碎阵精英1,1300971,精英1,,,,,,7086,,10,,8,15,10,5,,,
破石碎阵精英2,1300972,精英2,,,,,,7087,,10,,8,15,10,5,,,
破石碎阵boss1,1300991,boss1,,,,,,9086,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
青狮道人小怪1,1301011,石怪,,Z0022,Z0022,,,1085,1000,10,,8,15,10,5,,,185
青狮道人小怪2,1301012,唐刀官兵,,Z0031,Z0031,,,1086,1000,10,,8,15,10,5,,,210
青狮道人小怪3,1301013,巨斧刑天,,C0002,C0002,,head_2033,1087,10027,10,,8,15,10,5,,,265
青狮道人小怪4,1301014,没名儿,,Z0002,Z0002,,,1088,1000,10,,8,15,10,5,,,210
青狮道人小怪5,1301015,生煎,,Z0001,Z0001,,,1089,1000,10,,8,15,10,5,,,210
青狮道人小怪6,1301016,小怪6,,,,,,1090,,10,,8,15,10,5,,,
青狮道人精英1,1301071,精英1,,,,,,7086,,10,,8,15,10,5,,,
青狮道人精英2,1301072,精英2,,,,,,7087,,10,,8,15,10,5,,,
青狮道人boss1,1301091,青狮道人,,B0002,B0002,,head_2015,9086,10020,10,,10,15,10,5,,,300
,,,,,,,,,,,,,,,,,,
怒杀回殿小怪1,1301111,石怪,,Z0022,Z0022,,,1086,1000,10,,8,15,10,5,,,185
怒杀回殿小怪2,1301112,唐刀官兵,,Z0031,Z0031,,,1087,1000,10,,8,15,10,5,,,210
怒杀回殿小怪3,1301113,巨斧刑天,,C0002,C0002,,head_2033,1088,10027,10,,8,15,10,5,,,265
怒杀回殿小怪4,1301114,没名儿,,Z0002,Z0002,,,1089,1000,10,,8,15,10,5,,,210
怒杀回殿小怪5,1301115,生煎,,Z0001,Z0001,,,1090,1000,10,,8,15,10,5,,,210
怒杀回殿小怪6,1301116,小怪6,,,,,,1091,,10,,8,15,10,5,,,
怒杀回殿精英1,1301171,精英1,,,,,,7087,,10,,8,15,10,5,,,
怒杀回殿精英2,1301172,精英2,,,,,,7088,,10,,8,15,10,5,,,
怒杀回殿boss1,1301191,boss1,,,,,,9087,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
斩妖除魔小怪1,1301211,石怪,,Z0022,Z0022,,,1086,1000,10,,8,15,10,5,,,185
斩妖除魔小怪2,1301212,唐刀官兵,,Z0031,Z0031,,,1087,1000,10,,8,15,10,5,,,210
斩妖除魔小怪3,1301213,巨斧刑天,,C0002,C0002,,head_2033,1088,10027,10,,8,15,10,5,,,265
斩妖除魔小怪4,1301214,没名儿,,Z0002,Z0002,,,1089,1000,10,,8,15,10,5,,,210
斩妖除魔小怪5,1301215,生煎,,Z0001,Z0001,,,1090,1000,10,,8,15,10,5,,,210
斩妖除魔小怪6,1301216,小怪6,,,,,,1091,,10,,8,15,10,5,,,
斩妖除魔精英1,1301271,精英1,,,,,,7087,,10,,8,15,10,5,,,
斩妖除魔精英2,1301272,精英2,,,,,,7088,,10,,8,15,10,5,,,
斩妖除魔boss1,1301291,青狮道人,,B0002,B0002,,head_2015,9087,10020,10,,10,15,10,5,,,300
,,,,,,,,,,,,,,,,,,
红云疑窦小怪1,1400111,灵童小妖,,Z0021,Z0021,,,1087,1000,10,,8,15,10,5,,,155
红云疑窦小怪2,1400112,狐妖,,Z0032,Z0032,,,1088,1000,10,,8,15,10,5,,,145
红云疑窦小怪3,1400113,骷髅怪,,Z0008,Z0008,,,1089,1000,10,,8,15,10,5,,,200
红云疑窦小怪4,1400114,狼精,,Z0020,Z0020,,,1090,1000,10,,8,15,10,5,,,198
红云疑窦小怪5,1400115,小怪5,,,,,,1091,,10,,8,15,10,5,,,
红云疑窦小怪6,1400116,小怪6,,,,,,1092,,10,,8,15,10,5,,,
红云疑窦精英1,1400171,精英1,,,,,,7088,,10,,8,15,10,5,,,
红云疑窦精英2,1400172,精英2,,,,,,7089,,10,,8,15,10,5,,,
红云疑窦boss1,1400191,boss1,,,,,,9088,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
