备注,任务id,任务名称,接任务npcid,交任务npcid,任务完整描述,任务主分类,任务推荐等级,等级限制,任务图标,任务排序,章节ID,是否自动打开窗口,不可接任务对话ID,接任务对话id,已接任务对话id,交任务对话id,任务类型,完成条件key,完成条件count,数值1,数值2,数值3,前置任务id,后续任务id,任务是否可以放弃,不可接任务跟踪文本,任务跟踪可接文本,任务跟踪进行中文本,任务跟踪可交文本,完成任务广播频道,完成任务系统消息ID,奖励铜钱,奖励灵力,奖励威望,奖励经验,奖励物品通用,奖励物品职业1,奖励物品职业2,奖励物品职业3,奖励物品职业4,奖励任务ID,任务是否关闭,开启章节效果ID,自动寻路
13006,213026,井下玄机【三】,600303,600303,通关{2#13006●井下玄机}十次。,2,84,85,,,13,,,459,460,461,1,13006,10,,,,13014,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#13006●井下玄机}十次,完成任务，去找{1#600303●猪八戒}吧,,,27456,10982,,12480,,,,,,,1,,1
13007,213027,避而疾走【二】,600304,600304,通关{2#13007●避而疾走}十次。,2,85,85,,,13,,,459,460,461,1,13007,10,,,,13014,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#13007●避而疾走}十次,完成任务，去找{1#600304●沙悟净}吧,,,27456,10982,,12480,,,,,,,1,,1
13008,213028,打退亲军,600302,600302,通关{2#13008●打退亲军}十次。,2,85,85,,,13,,,459,460,461,1,13008,10,,,,13014,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#13008●打退亲军}十次,完成任务，去找{1#600302●孙悟空}吧,,,27456,10982,,12480,,,,,,,,,1
13007,213029,避而疾走【三】,600301,600301,通关{2#13007●避而疾走}十次。,2,85,86,,,13,,,459,460,461,1,13007,10,,,,13015,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#13007●避而疾走}十次,完成任务，去找{1#600301●唐三藏}吧,,,27720,11088,,12600,,,,,,,1,,1
13008,213030,打退亲军【二】,600303,600303,通关{2#13008●打退亲军}十次。,2,85,86,,,13,,,459,460,461,1,13008,10,,,,13015,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#13008●打退亲军}十次,完成任务，去找{1#600303●猪八戒}吧,,,27720,11088,,12600,,,,,,,1,,1
13009,213031,破石碎阵,600304,600304,通关{2#13009●破石碎阵}十次。,2,86,86,,,13,,,459,460,461,1,13009,10,,,,13015,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#13009●破石碎阵}十次,完成任务，去找{1#600304●沙悟净}吧,,,27720,11088,,12600,,,,,,,,,1
13007,213032,避而疾走【四】,600302,600302,通关{2#13007●避而疾走}十次。,2,85,86,,,13,,,459,460,461,1,13007,10,,,,13016,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#13007●避而疾走}十次,完成任务，去找{1#600302●孙悟空}吧,,,27720,11088,,12600,,,,,,,1,,1
13008,213033,打退亲军【三】,600301,600301,通关{2#13008●打退亲军}十次。,2,85,86,,,13,,,459,460,461,1,13008,10,,,,13016,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#13008●打退亲军}十次,完成任务，去找{1#600301●唐三藏}吧,,,27720,11088,,12600,,,,,,,1,,1
13009,213034,破石碎阵【二】,600303,600303,通关{2#13009●破石碎阵}十次。,2,86,86,,,13,,,459,460,461,1,13009,10,,,,13016,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#13009●破石碎阵}十次,完成任务，去找{1#600303●猪八戒}吧,,,27720,11088,,12600,,,,,,,1,,1
13010,213035,青狮道人,600304,600304,通关{2#13010●青狮道人}十次。,2,86,86,,,13,,,459,460,461,1,13010,10,,,,13016,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#13010●青狮道人}十次,完成任务，去找{1#600304●沙悟净}吧,,,27720,11088,,12600,,,,,,,,,1
13008,213036,打退亲军【四】,600302,600302,通关{2#13008●打退亲军}十次。,2,85,87,,,13,,,459,460,461,1,13008,10,,,,13017,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#13008●打退亲军}十次,完成任务，去找{1#600302●孙悟空}吧,,,27984,11194,,12720,,,,,,,1,,1
13009,213037,破石碎阵【三】,600301,600301,通关{2#13009●破石碎阵}十次。,2,86,87,,,13,,,459,460,461,1,13009,10,,,,13017,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#13009●破石碎阵}十次,完成任务，去找{1#600301●唐三藏}吧,,,27984,11194,,12720,,,,,,,1,,1
13010,213038,青狮道人【二】,600303,600303,通关{2#13010●青狮道人}十次。,2,86,87,,,13,,,459,460,461,1,13010,10,,,,13017,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#13010●青狮道人}十次,完成任务，去找{1#600303●猪八戒}吧,,,27984,11194,,12720,,,,,,,1,,1
13011,213039,怒杀回殿,600304,600304,通关{2#13011●怒杀回殿}十次。,2,87,87,,,13,,,459,460,461,1,13011,10,,,,13017,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#13011●怒杀回殿}十次,完成任务，去找{1#600304●沙悟净}吧,,,27984,11194,,12720,,,,,,,,,1
13009,213040,破石碎阵【四】,600302,600302,通关{2#13009●破石碎阵}十次。,2,86,87,,,13,,,459,460,461,1,13009,10,,,,13018,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#13009●破石碎阵}十次,完成任务，去找{1#600302●孙悟空}吧,,,27984,11194,,12720,,,,,,,1,,1
13010,213041,青狮道人【三】,600301,600301,通关{2#13010●青狮道人}十次。,2,86,87,,,13,,,459,460,461,1,13010,10,,,,13018,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#13010●青狮道人}十次,完成任务，去找{1#600301●唐三藏}吧,,,27984,11194,,12720,,,,,,,1,,1
13011,213042,怒杀回殿【二】,600303,600303,通关{2#13011●怒杀回殿}十次。,2,87,87,,,13,,,459,460,461,1,13011,10,,,,13018,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#13011●怒杀回殿}十次,完成任务，去找{1#600303●猪八戒}吧,,,27984,11194,,12720,,,,,,,1,,1
13012,213043,斩妖除魔,600304,600304,通关{2#13012●斩妖除魔}十次。,2,87,87,,,13,,,459,460,461,1,13012,10,,,,13018,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#13012●斩妖除魔}十次,完成任务，去找{1#600304●沙悟净}吧,,,27984,11194,,12720,,,,,,,,,1
13010,214001,青狮道人【四】,600302,600302,通关{2#13010●青狮道人}十次。,2,86,88,,,14,,,459,460,461,1,13010,10,,,,14001,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#13010●青狮道人}十次,完成任务，去找{1#600302●孙悟空}吧,,,28248,11299,,12840,,,,,,,1,,1
13011,214002,怒杀回殿【三】,600301,600301,通关{2#13011●怒杀回殿}十次。,2,87,88,,,14,,,459,460,461,1,13011,10,,,,14001,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#13011●怒杀回殿}十次,完成任务，去找{1#600301●唐三藏}吧,,,28248,11299,,12840,,,,,,,1,,1
13012,214003,斩妖除魔【二】,600303,600303,通关{2#13012●斩妖除魔}十次。,2,87,88,,,14,,,459,460,461,1,13012,10,,,,14001,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#13012●斩妖除魔}十次,完成任务，去找{1#600303●猪八戒}吧,,,28248,11299,,12840,,,,,,,1,,1
14001,214004,红云疑窦,600304,600304,通关{2#14001●红云疑窦}十次。,2,88,88,,,14,,,459,460,461,1,14001,10,,,,14001,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#14001●红云疑窦}十次,完成任务，去找{1#600304●沙悟净}吧,,,28248,11299,,12840,,,,,,,,,1
13011,214005,怒杀回殿【四】,600302,600302,通关{2#13011●怒杀回殿}十次。,2,87,88,,,14,,,459,460,461,1,13011,10,,,,14002,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#13011●怒杀回殿}十次,完成任务，去找{1#600302●孙悟空}吧,,,28248,11299,,12840,,,,,,,1,,1
13012,214006,斩妖除魔【三】,600301,600301,通关{2#13012●斩妖除魔}十次。,2,87,88,,,14,,,459,460,461,1,13012,10,,,,14002,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#13012●斩妖除魔}十次,完成任务，去找{1#600301●唐三藏}吧,,,28248,11299,,12840,,,,,,,1,,1
14001,214007,红云疑窦【二】,600303,600303,通关{2#14001●红云疑窦}十次。,2,88,88,,,14,,,459,460,461,1,14001,10,,,,14002,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#14001●红云疑窦}十次,完成任务，去找{1#600303●猪八戒}吧,,,28248,11299,,12840,,,,,,,1,,1
14002,214008,妖踪何处,600304,600304,通关{2#14002●妖踪何处}十次。,2,88,88,,,14,,,459,460,461,1,14002,10,,,,14002,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#14002●妖踪何处}十次,完成任务，去找{1#600304●沙悟净}吧,,,28248,11299,,12840,,,,,,,,,1
13012,214009,斩妖除魔【四】,600302,600302,通关{2#13012●斩妖除魔}十次。,2,87,89,,,14,,,459,460,461,1,13012,10,,,,14004,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#13012●斩妖除魔}十次,完成任务，去找{1#600302●孙悟空}吧,,,28512,11405,,12960,,,,,,,1,,1
14001,214010,红云疑窦【三】,600301,600301,通关{2#14001●红云疑窦}十次。,2,88,89,,,14,,,459,460,461,1,14001,10,,,,14004,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#14001●红云疑窦}十次,完成任务，去找{1#600301●唐三藏}吧,,,28512,11405,,12960,,,,,,,1,,1
14002,214011,妖踪何处【二】,600303,600303,通关{2#14002●妖踪何处}十次。,2,88,89,,,14,,,459,460,461,1,14002,10,,,,14004,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#14002●妖踪何处}十次,完成任务，去找{1#600303●猪八戒}吧,,,28512,11405,,12960,,,,,,,1,,1
14003,214012,循向而寻,600304,600304,通关{2#14003●循向而寻}十次。,2,89,89,,,14,,,459,460,461,1,14003,10,,,,14004,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#14003●循向而寻}十次,完成任务，去找{1#600304●沙悟净}吧,,,28512,11405,,12960,,,,,,,,,1
14001,214013,红云疑窦【四】,600302,600302,通关{2#14001●红云疑窦}十次。,2,88,89,,,14,,,459,460,461,1,14001,10,,,,14006,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#14001●红云疑窦}十次,完成任务，去找{1#600302●孙悟空}吧,,,28512,11405,,12960,,,,,,,1,,1
14002,214014,妖踪何处【三】,600301,600301,通关{2#14002●妖踪何处}十次。,2,88,89,,,14,,,459,460,461,1,14002,10,,,,14006,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#14002●妖踪何处}十次,完成任务，去找{1#600301●唐三藏}吧,,,28512,11405,,12960,,,,,,,1,,1
14003,214015,循向而寻【二】,600303,600303,通关{2#14003●循向而寻}十次。,2,89,89,,,14,,,459,460,461,1,14003,10,,,,14006,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#14003●循向而寻}十次,完成任务，去找{1#600303●猪八戒}吧,,,28512,11405,,12960,,,,,,,1,,1
14004,214016,枯松涧下,600304,600304,通关{2#14004●枯松涧下}十次。,2,89,89,,,14,,,459,460,461,1,14004,10,,,,14006,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#14004●枯松涧下}十次,完成任务，去找{1#600304●沙悟净}吧,,,28512,11405,,12960,,,,,,,,,1
14002,214017,妖踪何处【四】,600302,600302,通关{2#14002●妖踪何处}十次。,2,88,90,,,14,,,459,460,461,1,14002,10,,,,14007,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#14002●妖踪何处}十次,完成任务，去找{1#600302●孙悟空}吧,,,28776,11510,,13080,,,,,,,1,,1
14003,214018,循向而寻【三】,600301,600301,通关{2#14003●循向而寻}十次。,2,89,90,,,14,,,459,460,461,1,14003,10,,,,14007,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#14003●循向而寻}十次,完成任务，去找{1#600301●唐三藏}吧,,,28776,11510,,13080,,,,,,,1,,1
14004,214019,枯松涧下【二】,600303,600303,通关{2#14004●枯松涧下}十次。,2,89,90,,,14,,,459,460,461,1,14004,10,,,,14007,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#14004●枯松涧下}十次,完成任务，去找{1#600303●猪八戒}吧,,,28776,11510,,13080,,,,,,,1,,1
14005,214020,叫阵妖王,600304,600304,通关{2#14005●叫阵妖王}十次。,2,90,90,,,14,,,459,460,461,1,14005,10,,,,14007,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#14005●叫阵妖王}十次,完成任务，去找{1#600304●沙悟净}吧,,,28776,11510,,13080,,,,,,,,,1
14003,214021,循向而寻【四】,600302,600302,通关{2#14003●循向而寻}十次。,2,89,90,,,14,,,459,460,461,1,14003,10,,,,14008,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#14003●循向而寻}十次,完成任务，去找{1#600302●孙悟空}吧,,,28776,11510,,13080,,,,,,,1,,1
14004,214022,枯松涧下【三】,600301,600301,通关{2#14004●枯松涧下}十次。,2,89,90,,,14,,,459,460,461,1,14004,10,,,,14008,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#14004●枯松涧下}十次,完成任务，去找{1#600301●唐三藏}吧,,,28776,11510,,13080,,,,,,,1,,1
14005,214023,叫阵妖王【二】,600303,600303,通关{2#14005●叫阵妖王}十次。,2,90,90,,,14,,,459,460,461,1,14005,10,,,,14008,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#14005●叫阵妖王}十次,完成任务，去找{1#600303●猪八戒}吧,,,28776,11510,,13080,,,,,,,1,,1
14006,214024,退避真火,600304,600304,通关{2#14006●退避真火}十次。,2,90,90,,,14,,,459,460,461,1,14006,10,,,,14008,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#14006●退避真火}十次,完成任务，去找{1#600304●沙悟净}吧,,,28776,11510,,13080,,,,,,,,,1
14004,214025,枯松涧下【四】,600302,600302,通关{2#14004●枯松涧下}十次。,2,89,91,,,14,,,459,460,461,1,14004,10,,,,14009,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#14004●枯松涧下}十次,完成任务，去找{1#600302●孙悟空}吧,,,29040,11616,,13200,,,,,,,1,,1
14005,214026,叫阵妖王【三】,600301,600301,通关{2#14005●叫阵妖王}十次。,2,90,91,,,14,,,459,460,461,1,14005,10,,,,14009,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#14005●叫阵妖王}十次,完成任务，去找{1#600301●唐三藏}吧,,,29040,11616,,13200,,,,,,,1,,1
14006,214027,退避真火【二】,600303,600303,通关{2#14006●退避真火}十次。,2,90,91,,,14,,,459,460,461,1,14006,10,,,,14009,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#14006●退避真火}十次,完成任务，去找{1#600303●猪八戒}吧,,,29040,11616,,13200,,,,,,,1,,1
14007,214028,求助龙雨,600304,600304,通关{2#14007●求助龙雨}十次。,2,91,91,,,14,,,459,460,461,1,14007,10,,,,14009,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#14007●求助龙雨}十次,完成任务，去找{1#600304●沙悟净}吧,,,29040,11616,,13200,,,,,,,,,1
14004,214029,枯松涧下【五】,600302,600302,通关{2#14004●枯松涧下}十次。,2,89,91,,,14,,,459,460,461,1,14004,10,,,,14010,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#14004●枯松涧下}十次,完成任务，去找{1#600302●孙悟空}吧,,,29040,11616,,13200,,,,,,,1,,1
14005,214030,叫阵妖王【四】,600301,600301,通关{2#14005●叫阵妖王}十次。,2,90,91,,,14,,,459,460,461,1,14005,10,,,,14010,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#14005●叫阵妖王}十次,完成任务，去找{1#600301●唐三藏}吧,,,29040,11616,,13200,,,,,,,1,,1
14006,214031,退避真火【三】,600303,600303,通关{2#14006●退避真火}十次。,2,90,91,,,14,,,459,460,461,1,14006,10,,,,14010,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#14006●退避真火}十次,完成任务，去找{1#600303●猪八戒}吧,,,29040,11616,,13200,,,,,,,1,,1
14007,214032,求助龙雨【二】,600304,600304,通关{2#14007●求助龙雨}十次。,2,91,91,,,14,,,459,460,461,1,14007,10,,,,14010,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#14007●求助龙雨}十次,完成任务，去找{1#600304●沙悟净}吧,,,29040,11616,,13200,,,,,,,1,,1
14008,214033,乘隙得偿,600302,600302,通关{2#14008●乘隙得偿}十次。,2,91,91,,,14,,,459,460,461,1,14008,10,,,,14010,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#14008●乘隙得偿}十次,完成任务，去找{1#600302●孙悟空}吧,,,29040,11616,,13200,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101007,300007,精英增长天王,600806,600806,通关{20#101007●精英增长天王}。,2,33,33,,,3,,,459,460,461,1,101007,1,,,,20111,,1,,去找{1#600806●猴兵乙}接受任务吧 ,通关{20#101007●精英增长天王},完成任务，去找{1#600806●猴兵乙}吧,,,13728,5491,,6240,,,,,,,,,
101008,300008,精英广目天王,600806,600806,通关{20#101008●精英广目天王}。,2,36,36,,,3,,,459,460,461,1,101008,1,,,,300007,,1,,去找{1#600806●猴兵乙}接受任务吧 ,通关{20#101008●精英广目天王},完成任务，去找{1#600806●猴兵乙}吧,,,14520,5808,,6600,,,,,,,,,
101009,300009,精英哪吒,600806,600806,通关{20#101009●精英哪吒}。,2,40,40,,,3,,,459,460,461,1,101009,1,,,,300008,,1,,去找{1#600806●猴兵乙}接受任务吧 ,通关{20#101009●精英哪吒},完成任务，去找{1#600806●猴兵乙}吧,,,15576,6230,,7080,,,,,,,,,
101010,300010,精英李靖,600207,600207,通关{20#101010●精英李靖}。,2,43,43,,,3,,,459,460,461,1,101010,1,,,,4001~300009,,1,,去找{1#600207●小女孩}接受任务吧,通关{20#101010●精英李靖},完成任务，去找{1#600207●小女孩}吧,,,16368,6547,,7440,,,,,,,,,
101011,300011,精英二郎神,600207,600207,通关{20#101011●精英二郎神}。,2,46,46,,,3,,,459,460,461,1,101011,1,,,,300010,,1,,去找{1#600207●小女孩}接受任务吧,通关{20#101011●精英二郎神},完成任务，去找{1#600207●小女孩}吧,,,17160,6864,,7800,,,,,,,,,
102001,300012,精英寅将军,600207,600207,通关{20#102001●精英寅将军}。,2,50,50,,,4,,,459,460,461,1,102001,1,,,,300011,,1,,去找{1#600207●小女孩}接受任务吧,通关{20#102001●精英寅将军},完成任务，去找{1#600207●小女孩}吧,,,18216,7286,,8280,,,,,,,,,
102002,300013,精英熊罴精,600207,600207,通关{20#102002●精英熊罴精}。,2,53,53,,,5,,,459,460,461,1,102002,1,,,,300012,,1,,去找{1#600207●小女孩}接受任务吧,通关{20#102002●精英熊罴精},完成任务，去找{1#600207●小女孩}吧,,,19008,7603,,8640,,,,,,,,,
102003,300014,精英猪魔,600207,600207,通关{20#102003●精英猪魔}。,2,56,56,,,6,,,459,460,461,1,102003,1,,,,300013,,1,,去找{1#600207●小女孩}接受任务吧,通关{20#102003●精英猪魔},完成任务，去找{1#600207●小女孩}吧,,,19800,7920,,9000,,,,,,,,,
102004,300015,精英猪刚鬣,600207,600207,通关{20#102004●精英猪刚鬣}。,2,60,60,,,6,,,459,460,461,1,102004,1,,,,300014,,1,,去找{1#600207●小女孩}接受任务吧,通关{20#102004●精英猪刚鬣},完成任务，去找{1#600207●小女孩}吧,,,20856,8342,,9480,,,,,,,,,
102005,300016,精英黄风怪,600207,600207,通关{20#102005●精英黄风怪}。,2,63,63,,,7,,,459,460,461,1,102005,1,,,,300015,,1,,去找{1#600207●小女孩}接受任务吧,通关{20#102005●精英黄风怪},完成任务，去找{1#600207●小女孩}吧,,,21648,8659,,9840,,,,,,,,,
102006,300017,精英河妖,600207,600207,通关{20#102006●精英河妖}。,2,66,66,,,8,,,459,460,461,1,102006,1,,,,300016,,1,,去找{1#600207●小女孩}接受任务吧,通关{20#102006●精英河妖},完成任务，去找{1#600207●小女孩}吧,,,22440,8976,,10200,,,,,,,,,
102007,300018,精英镇元子,600301,600301,通关{20#102007●精英镇元子}。,2,70,70,,,9,,,459,460,461,1,102007,1,,,,10010~300017,,1,,去找{1#600301●唐三藏}接受任务吧,通关{20#102007●精英镇元子},完成任务，去找{1#600301●唐三藏}吧,,,23496,9398,,10680,,,,,,,,,
102008,300019,精英白骨精,600301,600301,通关{20#102008●精英白骨精}。,2,73,73,,,10,,,459,460,461,1,102008,1,,,,300018,,1,,去找{1#600301●唐三藏}接受任务吧,通关{20#102008●精英白骨精},完成任务，去找{1#600301●唐三藏}吧,,,24288,9715,,11040,,,,,,,,,
103001,300020,精英黄袍怪,600301,600301,通关{20#103001●精英黄袍怪}。,2,76,76,,,11,,,459,460,461,1,103001,1,,,,300019,,1,,去找{1#600301●唐三藏}接受任务吧,通关{20#103001●精英黄袍怪},完成任务，去找{1#600301●唐三藏}吧,,,25080,10032,,11400,,,,,,,,,
103002,300021,精英九尾妖狐,600301,600301,通关{20#103002●精英九尾妖狐}。,2,80,80,,,12,,,459,460,461,1,103002,1,,,,300020,,1,,去找{1#600301●唐三藏}接受任务吧,通关{20#103002●精英九尾妖狐},完成任务，去找{1#600301●唐三藏}吧,,,26136,10454,,11880,,,,,,,,,
103003,300022,精英银角,600301,600301,通关{20#103003●精英银角}。,2,83,83,,,12,,,459,460,461,1,103003,1,,,,300021,,1,,去找{1#600301●唐三藏}接受任务吧,通关{20#103003●精英银角},完成任务，去找{1#600301●唐三藏}吧,,,26928,10771,,12240,,,,,,,,,
103004,300023,精英金角,600301,600301,通关{20#103004●精英金角}。,2,86,86,,,12,,,459,460,461,1,103004,1,,,,300022,,1,,去找{1#600301●唐三藏}接受任务吧,通关{20#103004●精英金角},完成任务，去找{1#600301●唐三藏}吧,,,27720,11088,,12600,,,,,,,,,
103005,300024,精英青狮道人,600301,600301,通关{20#103005●精英青狮道人}。,2,90,90,,,13,,,459,460,461,1,103005,1,,,,300023,,1,,去找{1#600301●唐三藏}接受任务吧,通关{20#103005●精英青狮道人},完成任务，去找{1#600301●唐三藏}吧,,,28776,11510,,13080,,,,,,,,,
103006,300025,精英红孩儿,600301,600301,通关{20#103006●精英红孩儿}。,2,93,93,,,14,,,459,460,461,1,103006,1,,,,300024,,1,,去找{1#600301●唐三藏}接受任务吧,通关{20#103006●精英红孩儿},完成任务，去找{1#600301●唐三藏}吧,,,29568,11827,,13440,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201001,400001,魔王多闻天王,600802,600802,通关{21#201001●魔王多闻天王}。,2,30,30,,,2,,,459,460,461,1,201001,1,,,,400000,,0,,去找{1#600802●觉因}接受任务吧,通关{21#201001●魔王多闻天王},完成任务，去找{1#600802●觉因}吧,,,1617,647,,5480,1000005|1,,,,,,,,
201002,400002,魔王雷公,600802,600802,通关{21#201002●魔王雷公}。,2,35,35,,,3,,,459,460,461,1,201002,1,,,,400001,,1,,去找{1#600802●觉因}接受任务吧,通关{21#201002●魔王雷公},完成任务，去找{1#600802●觉因}吧,,,14256,5702,,6480,,,,,,,,,
201003,400003,魔王阎王,600210,600210,通关{21#201003●魔王阎王}。,2,40,40,,,4,,,459,460,461,1,201003,1,,,,4001~400002,,1,,去找{1#600210●觉因}接受任务吧,通关{21#201003●魔王阎王},完成任务，去找{1#600210●觉因}吧,,,15576,6230,,7080,,,,,,,,,
201004,400004,魔王哪吒,600210,600210,通关{21#201004●魔王哪吒}。,2,45,45,,,5,,,459,460,461,1,201004,1,,,,400003,,1,,去找{1#600210●觉因}接受任务吧,通关{21#201004●魔王哪吒},完成任务，去找{1#600210●觉因}吧,,,16896,6758,,7680,,,,,,,,,
201005,400005,魔王李靖,600210,600210,通关{21#201005●魔王李靖}。,2,50,50,,,6,,,459,460,461,1,201005,1,,,,400004,,1,,去找{1#600210●觉因}接受任务吧,通关{21#201005●魔王李靖},完成任务，去找{1#600210●觉因}吧,,,18216,7286,,8280,,,,,,,,,
202001,400006,魔王二郎神,600210,600210,通关{21#202001●魔王二郎神}。,2,55,55,,,7,,,459,460,461,1,202001,1,,,,400005,,1,,去找{1#600210●觉因}接受任务吧,通关{21#202001●魔王二郎神},完成任务，去找{1#600210●觉因}吧,,,19536,7814,,8880,,,,,,,,,
202002,400007,魔王寅将军,600210,600210,通关{21#202002●魔王寅将军}。,2,60,60,,,8,,,459,460,461,1,202002,1,,,,400006,,1,,去找{1#600210●觉因}接受任务吧,通关{21#202002●魔王寅将军},完成任务，去找{1#600210●觉因}吧,,,20856,8342,,9480,,,,,,,,,
202003,400008,魔王熊罴精,600210,600210,通关{21#202003●魔王熊罴怪}。,2,65,65,,,9,,,459,460,461,1,202003,1,,,,400007,,1,,去找{1#600210●觉因}接受任务吧,通关{21#202003●魔王熊罴怪},完成任务，去找{1#600210●觉因}吧,,,22176,8870,,10080,,,,,,,,,
202004,400009,魔王猪刚鬣,610311,610311,通关{21#202004●魔王猪刚鬣}。,2,70,70,,,11,,,459,460,461,1,202004,1,,,,11001~400008,,1,,去找{1#610311●觉因}接受任务吧,通关{21#202004●魔王猪刚鬣},完成任务，去找{1#610311●觉因}吧,,,23496,9398,,10680,,,,,,,,,
202005,400010,魔王河妖,610311,610311,通关{21#202005●魔王河妖}。,2,75,75,,,12,,,459,460,461,1,202005,1,,,,400009,,1,,去找{1#610311●觉因}接受任务吧,通关{21#202005●魔王河妖},完成任务，去找{1#610311●觉因}吧,,,24816,9926,,11280,,,,,,,,,
203001,400011,魔王白骨精,610311,610311,通关{21#203001●魔王白骨精}。,2,80,80,,,12,,,459,460,461,1,203001,1,,,,400010,,1,,去找{1#610311●觉因}接受任务吧,通关{21#203001●魔王白骨精},完成任务，去找{1#610311●觉因}吧,,,26136,10454,,11880,,,,,,,,,
203002,400012,魔王黄袍怪,610311,610311,通关{21#203002●魔王黄袍怪}。,2,85,85,,,13,,,459,460,461,1,203002,1,,,,400011,,1,,去找{1#610311●觉因}接受任务吧,通关{21#203002●魔王黄袍怪},完成任务，去找{1#610311●觉因}吧,,,27456,10982,,12480,,,,,,,,,
203003,400013,魔王金角大王,610311,610311,通关{21#203003●魔王金角大王}。,2,90,90,,,14,,,459,460,461,1,203003,1,,,,400012,,1,,去找{1#610311●觉因}接受任务吧,通关{21#203003●魔王金角大王},完成任务，去找{1#610311●觉因}吧,,,28776,11510,,13080,,,,,,,,,
203004,400014,魔王青狮道人,610311,610311,通关{21#203004●魔王青狮道人}。,2,95,95,,,14,,,459,460,461,1,203004,1,,,,400013,,1,,去找{1#610311●觉因}接受任务吧,通关{21#203004●魔王青狮道人},完成任务，去找{1#610311●觉因}吧,,,30096,12038,,13680,,,,,,,,,
